Created Date,Closed Date,Location Type,Incident Zip,City,Borough,Latitude,Longitude
12/31/15 23:03,1/1/16 2:06,Residential Building/House,11694,ROCKAWAY PARK,QUEENS,40.57625167,-73.84407947
12/31/15 23:05,1/1/16 2:55,Residential Building/House,10458,BRONX,BRONX,40.87343021,-73.8844082
12/31/15 23:05,12/31/15 23:25,Residential Building/House,11373,ELMHURST,QUEENS,40.74681012,-73.88951808
12/31/15 23:06,12/31/15 23:16,Club/Bar/Restaurant,10017,NEW YORK,MANHATTAN,40.75246678,-73.97026304
12/31/15 23:06,12/31/15 23:47,Residential Building/House,10027,NEW YORK,MANHATTAN,40.80835297,-73.94281692
12/31/15 23:06,1/1/16 3:16,Residential Building/House,11419,SOUTH RICHMOND HILL,QUEENS,40.68365876,-73.83277725
12/31/15 23:07,12/31/15 23:36,Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.71522127,-73.99171409
12/31/15 23:08,1/1/16 1:34,Residential Building/House,11209,BROOKLYN,BROOKLYN,40.62367608,-74.03200308
12/31/15 23:08,12/31/15 23:16,Club/Bar/Restaurant,10017,NEW YORK,MANHATTAN,40.75246678,-73.97026304
12/31/15 23:08,12/31/15 23:32,Residential Building/House,11233,BROOKLYN,BROOKLYN,40.67565151,-73.91100361
12/31/15 23:09,12/31/15 23:14,Store/Commercial,11216,BROOKLYN,BROOKLYN,40.68186975,-73.94937197
12/31/15 23:11,1/1/16 0:05,Residential Building/House,10002,NEW YORK,MANHATTAN,40.71761473,-73.992107
12/31/15 23:11,12/31/15 23:16,Club/Bar/Restaurant,10017,NEW YORK,MANHATTAN,40.75246678,-73.97026304
12/31/15 23:11,12/31/15 23:41,Street/Sidewalk,11211,BROOKLYN,BROOKLYN,40.71400735,-73.9417147
12/31/15 23:12,1/1/16 4:00,Residential Building/House,11208,BROOKLYN,BROOKLYN,40.67028011,-73.86585285
12/31/15 23:13,1/1/16 15:54,Residential Building/House,11230,BROOKLYN,BROOKLYN,40.61193436,-73.96077755
12/31/15 23:13,1/1/16 0:13,Residential Building/House,11366,FRESH MEADOWS,QUEENS,40.72583573,-73.81029548
12/31/15 23:15,1/1/16 2:45,Residential Building/House,10463,NEW YORK,MANHATTAN,40.8751454,-73.91215405
12/31/15 23:18,1/1/16 9:05,Residential Building/House,10472,BRONX,BRONX,40.8257046,-73.88106212
12/31/15 23:18,1/1/16 1:30,Residential Building/House,10002,NEW YORK,MANHATTAN,40.71047784,-73.98657107
12/31/15 23:18,1/1/16 3:11,Residential Building/House,10306,STATEN ISLAND,STATEN ISLAND,40.56140499,-74.11386065
12/31/15 23:19,1/1/16 0:13,Residential Building/House,11229,BROOKLYN,BROOKLYN,40.59877218,-73.95130029
12/31/15 23:21,1/1/16 1:55,Club/Bar/Restaurant,11201,BROOKLYN,BROOKLYN,40.69159906,-73.98437882
12/31/15 23:22,1/1/16 0:44,Residential Building/House,10456,BRONX,BRONX,40.82997291,-73.90175984
12/31/15 23:22,1/1/16 1:22,Store/Commercial,11216,BROOKLYN,BROOKLYN,40.68186975,-73.94937197
12/31/15 23:23,1/1/16 7:39,Residential Building/House,10308,STATEN ISLAND,STATEN ISLAND,40.56045137,-74.15475719
12/31/15 23:23,1/1/16 0:25,Residential Building/House,10027,NEW YORK,MANHATTAN,40.81267619,-73.94336954
12/31/15 23:24,1/1/16 1:30,Residential Building/House,10471,BRONX,BRONX,40.89639579,-73.89680027
12/31/15 23:24,1/1/16 0:16,Residential Building/House,11361,BAYSIDE,QUEENS,40.76746793,-73.78514075
12/31/15 23:25,1/1/16 1:55,Club/Bar/Restaurant,11201,BROOKLYN,BROOKLYN,40.69159906,-73.98437882
12/31/15 23:25,1/1/16 0:54,Residential Building/House,10034,NEW YORK,MANHATTAN,40.86791155,-73.92551226
12/31/15 23:26,1/1/16 1:43,Residential Building/House,11222,BROOKLYN,BROOKLYN,40.72137405,-73.94689961
12/31/15 23:26,12/31/15 23:53,House of Worship,10031,NEW YORK,MANHATTAN,40.82610171,-73.94566339
12/31/15 23:28,1/1/16 1:13,Residential Building/House,10007,NEW YORK,MANHATTAN,40.7147244,-74.00921291
12/31/15 23:29,1/1/16 0:55,Residential Building/House,10034,NEW YORK,MANHATTAN,40.86638305,-73.93038402
